source,target
g-ParkeGodfrey,s-PDavidStotts
g-ParkeGodfrey,99-8936
g-ParkeGodfrey,46-662
g-ParkeGodfrey,132-4916
117-7521,92-9686
08-2050,92-9686
331-3718,06-9379
247-8385,42-3296
247-8385,06-9379
174-9541,k-VerenaKantere
174-9541,06-9379
45-9163,42-3296
45-9163,06-9379
11-5303,34-6522-1
11-5303,06-9379
142-9228,06-9379
t-AlexThomo,b-LEBertossi
169-9712,06-9379
99-8936,06-9379
132-4916,92-9686
56-3378,54-6829
56-3378,38-9669
56-3378,69-391
56-3378,57-4885
56-3378,23-3205-1
56-3378,118-4017
56-3378,218-5664
56-3378,j-NicholasRJennings
56-3378,218-6820
56-3378,98-4060
56-3378,211-6579
56-3378,81-9186
56-3378,28-8663
56-3378,162-5100
56-3378,16-10828
56-3378,98-8356
56-3378,178-8691
81-9186,23-816
169-1390,239-2645
169-1390,162-0792
169-1390,276-4316
169-1390,242-3819
169-1390,359-6798
169-1390,371-1498
169-1390,371-1305
169-1390,313-9484
97-5585,90-7136
97-5585,98-8750
97-5585,76-9942
97-5585,84-7639
97-5585,54-8510
97-5585,139-8117
97-5585,126-9588
97-5585,131-4789
97-5585,131-4755
97-5585,73-5773
97-5585,15-10488
97-5585,02-112
97-5585,78-1483
97-5585,33-3630
97-5585,346-2739
97-5585,37-9786
97-5585,25-10138
97-5585,55-2560
97-5585,59-8392
96-3253,44-3421
96-3253,a-AmalAhmed
96-3253,27-2651
96-3253,05-7050
96-3253,19-1318
96-3253,08-1840-1
96-3253,97-4946
96-3253,65-7758
96-3253,55-9687
96-3253,v-PetkoValtchev
96-3253,g-MurdochGabbay
96-3253,152-2930
96-3253,223-2693
96-3253,243-3150
96-3253,223-2709
96-3253,00-10658
96-3253,h-RalfHinze
96-3253,w-PhilipWadler
96-3253,88-6655
96-3253,179-2383
96-3253,44-11443
96-3253,17-3045-3
96-3253,u-ChristianUrban
96-3253,267-5578
96-3253,197-9599
96-3253,15-9437
96-3253,213-6808
96-3253,26-5013
96-3253,g-VashtiCGalpin
96-3253,23-3489
96-3253,97-2805
96-3253,23-1741
96-3253,w-StephanieWeirich
96-3253,136-5817
96-3253,31-3265
96-3253,s-PerditaStevens
96-3253,53-1090
96-3253,21-10454
96-3253,m-RobertIMcKay
96-3253,51-6658
96-3253,143-1347-1
96-3253,61-4349
96-3253,20-4029
96-3253,205-2028
96-3253,01-1718
96-3253,10-3457
96-3253,02-4520
96-3253,262-3260
96-3253,l-PaulBlainLevy
96-3253,356-9042
96-3253,223-4299
96-3253,136-7691
96-3253,143-4038
96-3253,81-3747
96-3253,245-7606
96-3253,52-570
96-3253,v-GermanVidal
96-3253,f-AmyPFelty
96-3253,128-5699
96-3253,30-9523
96-3253,00-6243
96-3253,205-2163
96-3253,127-6423
96-3253,13-2794
96-3253,65-1405
96-3253,151-6853
96-3253,92-2442-2
96-3253,32-8503
96-3253,l-CarlLagoze
96-3253,11-4995
96-3253,241-5099
96-3253,241-5052
96-3253,86-438
44-3421,28-3797
97-4946,m-HeikoMuller
13-2794,28-3797
g-PGeneves,276-5037
g-PGeneves,l-NabilLayaida
g-PGeneves,98-3900
g-PGeneves,148-0361
g-PGeneves,186-2948
g-PGeneves,218-2994
g-PGeneves,36-5932
g-PGeneves,32-7747
g-PGeneves,150-9961
g-PGeneves,32-85
g-PGeneves,226-7191
g-PGeneves,77-1880
g-PGeneves,307-3062
g-PGeneves,222-4098
g-PGeneves,64-5885
g-PGeneves,10-4191
g-PGeneves,344-2288
g-PGeneves,24-3686
g-PGeneves,148-0341
g-PGeneves,165-3322
g-PGeneves,00-2587
g-PGeneves,41-3032
g-PGeneves,01-5487
g-PGeneves,120-0739
g-PGeneves,221-6984
g-PGeneves,27-9499
g-PGeneves,82-6224
g-PGeneves,189-0265
g-PGeneves,182-3869
g-PGeneves,123-3203
186-2948,12-225
g-MatteoGolfarelli,94-1446
g-MatteoGolfarelli,136-4315
g-MatteoGolfarelli,38-538
g-MatteoGolfarelli,54-8932
g-MatteoGolfarelli,61-2180
g-MatteoGolfarelli,19-4181
g-MatteoGolfarelli,l-AlessandraLumini
g-MatteoGolfarelli,32-1783
g-MatteoGolfarelli,299-7112
g-MatteoGolfarelli,36-4608
g-MatteoGolfarelli,90-6831
g-MatteoGolfarelli,153-4210
g-MatteoGolfarelli,91-3432
g-MatteoGolfarelli,284-0520
g-MatteoGolfarelli,83-4721
g-MatteoGolfarelli,p-VeronikaPeralta
g-MatteoGolfarelli,09-6672
g-MatteoGolfarelli,290-0564
g-MatteoGolfarelli,41-6232-1
g-MatteoGolfarelli,133-5775
g-MatteoGolfarelli,147-8512
g-MatteoGolfarelli,91-5247
g-MatteoGolfarelli,300-2780
g-MatteoGolfarelli,89-6571
g-MatteoGolfarelli,51-6932
g-MatteoGolfarelli,183-0493
g-MatteoGolfarelli,183-0295
g-MatteoGolfarelli,j-StephaneJean
g-MatteoGolfarelli,76-6762
g-MatteoGolfarelli,89-6473
g-MatteoGolfarelli,32-9582
g-MatteoGolfarelli,73-10317
g-MatteoGolfarelli,58-4709
g-MatteoGolfarelli,116-1249
g-MatteoGolfarelli,371-7509
g-MatteoGolfarelli,34-4375
g-MatteoGolfarelli,m-SvetlanaMansmann
136-4315,139-1128
136-4315,42-3296
38-538,b-IlariaBartolini
90-6831,b-IlariaBartolini
81-3390-1,289-8387
81-3390-1,245-4900
81-3390-1,276-3372
81-3390-1,81-8054
81-3390-1,127-2145
81-3390-1,198-5481
81-3390-1,354-7223
81-3390-1,236-5089
81-3390-1,296-3723
81-3390-1,96-11155
81-3390-1,266-4444
81-3390-1,39-449-18
81-3390-1,183-1324
81-3390-1,51-9582
81-3390-1,30-7691
81-3390-1,229-4870
81-3390-1,304-5069
81-3390-1,298-7401
81-3390-1,13-5349
81-3390-1,205-9110
81-3390-1,220-8662
81-3390-1,203-9772
81-3390-1,51-6998
81-3390-1,203-9727
81-3390-1,93-4547
81-3390-1,138-8146
81-3390-1,87-9032
81-3390-1,95-8451
81-3390-1,69-510-5
81-3390-1,199-0359
81-3390-1,99-1218
81-3390-1,98-8121
81-3390-1,11-1369
81-3390-1,33-3999-5
81-3390-1,278-2304
81-3390-1,95-6861
81-3390-1,140-5205
81-3390-1,07-4580-8
81-3390-1,43-7062
81-3390-1,266-4557
81-3390-1,244-1368
81-3390-1,36-5450
81-3390-1,226-6826
81-3390-1,218-5234
81-3390-1,212-7235
81-3390-1,87-10863
127-2145,127-6172-1
51-9582,23-282
51-9582,80-2320
220-8662,55-5031
203-9772,55-5031
51-6998,55-5031
203-9727,55-5031
07-4580-8,55-5031
244-1368,k-NickKoudas
45-4887,90-733
45-4887,r-MRoussopoulos
45-4887,90-2355
45-4887,137-6714
45-4887,93-438
45-4887,55-684
45-4887,53-3181
45-4887,13-8193
45-4887,52-2675
45-4887,24-6459
45-4887,09-8731
45-4887,85-2676
45-4887,185-9185
45-4887,185-9284
45-4887,185-6233
45-4887,62-8322
45-4887,27-2697
45-4887,03-9584
45-4887,14-10643
45-4887,84-5608
45-4887,22-2967
45-4887,45-4905
45-4887,55-755
45-4887,151-4092
45-4887,44-1754
45-4887,76-125
45-4887,47-6119
45-4887,205-8037
45-4887,205-2579
45-4887,168-8978
45-4887,30-9784
45-4887,37-6437
45-4887,c-GeorgeCoulouris
45-4887,78-471
45-4887,161-6100
45-4887,24-8298
45-4887,16-3283-15
45-4887,82-2642
45-4887,38-5577
45-4887,37-1901
45-4887,41-3098
45-4887,16-3580
45-4887,49-727
45-4887,21-5885
45-4887,94-10027
45-4887,39-840
45-4887,69-10319
45-4887,39-6802
45-4887,56-2822
45-4887,77-9557
45-4887,31-9557
45-4887,58-5876
45-4887,17-6562
45-4887,73-1084
45-4887,15-6472
45-4887,82-4077
45-4887,121-1113
45-4887,35-6770
45-4887,156-4653
45-4887,53-3438
45-4887,200-8639
45-4887,200-8803
45-4887,58-9687
45-4887,203-1632
45-4887,47-5557
45-4887,180-5790
45-4887,28-5155
45-4887,95-2279-2
45-4887,24-8146
45-4887,189-0097
45-4887,214-8329
45-4887,191-5180
45-4887,220-3097
45-4887,139-0414
45-4887,216-2954
45-4887,70-2430
45-4887,56-8571
45-4887,121-2785
45-4887,32-1528
45-4887,89-10257
45-4887,182-6708
45-4887,57-6908
45-4887,245-9052
45-4887,242-3155
45-4887,340-7802
45-4887,340-7997
45-4887,40-2410
45-4887,88-1966
45-4887,01-1377
45-4887,80-6613
45-4887,50-6042
45-4887,51-3003
45-4887,188-9951
45-4887,115-7963
45-4887,191-2285
45-4887,117-6830
45-4887,188-4715
45-4887,41-5008
45-4887,146-0411
45-4887,305-7661
45-4887,c-MiguelCastro
45-4887,f-CedricFournet
45-4887,293-9402
45-4887,256-9362
45-4887,136-0910
45-4887,293-8000
45-4887,293-8636
45-4887,176-4974
45-4887,17-3100
45-4887,30-4468
45-4887,89-2753
45-4887,03-2866
45-4887,126-7608
45-4887,35-1964
45-4887,270-9067
45-4887,232-8116
45-4887,237-9453
45-4887,42-7656
45-4887,116-2694
45-4887,72-7536
45-4887,13-5975
45-4887,117-5983
45-4887,94-4810-19
45-4887,74-5429
45-4887,204-2235
45-4887,09-6041
45-4887,170-1496-1
45-4887,217-6729
45-4887,119-6371
45-4887,86-4141
45-4887,228-3960
45-4887,f-PauloJPFerreira
45-4887,14-7955
45-4887,217-5536
45-4887,144-6258
45-4887,248-5938-3
45-4887,11-4067
45-4887,310-3660
45-4887,263-2256
45-4887,243-1127
45-4887,170-7521
45-4887,51-3332
45-4887,36-5483
45-4887,137-1341
45-4887,156-3300
45-4887,189-0114
45-4887,188-9991
45-4887,46-7509
45-4887,30-7684
45-4887,33-4966
45-4887,35-479-1
45-4887,27-8264-1
45-4887,70-959
45-4887,204-2222
45-4887,98-9056
45-4887,50-943
45-4887,96-3518
45-4887,150-6322
45-4887,259-7606
45-4887,82-11338
45-4887,189-6914
45-4887,199-8673
45-4887,130-2908
45-4887,154-0974
45-4887,119-0666
45-4887,63-4811
45-4887,69-1023
45-4887,59-4355
45-4887,116-9589
45-4887,09-5760
45-4887,245-9010
45-4887,331-8504
45-4887,95-7975
45-4887,213-7353
45-4887,199-8846
45-4887,56-3008
45-4887,28-7636
45-4887,203-9047
45-4887,86-8318
45-4887,s-EminGunSirer
45-4887,96-4578
45-4887,33-4670
45-4887,184-8323
45-4887,64-4020
45-4887,98-8108
45-4887,18-4179
45-4887,85-2995
45-4887,40-413
45-4887,180-5598
45-4887,290-8217
52-2675,131-4202
52-2675,19-5099
185-9185,131-4202
185-9185,81-10470
185-9284,131-4202
47-6119,131-4202
47-6119,80-1651-2
47-6119,81-10470
21-5885,54-6752
56-2822,131-4202
56-2822,81-10470
35-6770,32-7263
200-8639,81-10470
200-8803,81-10470
58-9687,81-10470
203-1632,81-10470
47-5557,81-10470
180-5790,81-10470
28-5155,81-10470
95-2279-2,81-10470
24-8146,81-10470
139-0414,81-10470
121-2785,81-10470
32-1528,81-10470
89-10257,81-10470
182-6708,81-10470
57-6908,81-10470
50-6042,39-5361
146-0411,32-7263
89-2753,r-VijayshankarRaman
03-2866,54-6752
126-7608,131-4202
126-7608,59-7992
126-7608,c-CarloCurino
35-1964,80-1651-2
35-1964,81-10470
270-9067,81-10470
232-8116,81-10470
237-9453,81-10470
116-2694,131-4202
116-2694,40-3179
72-7536,131-4202
72-7536,40-3179
13-5975,131-4202
13-5975,40-3179
117-5983,131-4202
117-5983,40-3179
94-4810-19,81-10470
09-6041,45-8097
170-1496-1,81-10470
217-6729,59-7992
217-6729,c-CarloCurino
119-6371,131-4202
310-3660,80-1651-2
310-3660,81-10470
263-2256,80-1651-2
263-2256,81-10470
243-1127,80-1651-2
243-1127,50-10703
243-1127,81-10470
96-3518,a-IraAssent
65-1457,246-4420
65-1457,182-9133
182-9133,09-6353
09-6353,15-243
s-PinarSenkul,53-10411
s-PinarSenkul,99-4801
s-PinarSenkul,133-5713
s-PinarSenkul,79-7512
s-PinarSenkul,133-5758
s-PinarSenkul,133-5772
s-PinarSenkul,86-6683
s-PinarSenkul,121-4139
s-PinarSenkul,123-9720
s-PinarSenkul,145-6751
s-PinarSenkul,08-8229
s-PinarSenkul,57-8229
s-PinarSenkul,251-0461
s-PinarSenkul,44-5616
s-PinarSenkul,183-9210
s-PinarSenkul,179-1153
s-PinarSenkul,183-9384
s-PinarSenkul,56-6891
s-PinarSenkul,57-7026
s-PinarSenkul,90-6043
s-PinarSenkul,213-1245
s-PinarSenkul,77-3786
s-PinarSenkul,68-10164
s-PinarSenkul,59-5190
s-PinarSenkul,259-6671
s-PinarSenkul,259-6145
s-PinarSenkul,93-9470
s-PinarSenkul,355-9990
s-PinarSenkul,68-5654-2
s-PinarSenkul,123-9666
s-PinarSenkul,119-9024
s-PinarSenkul,320-7584
s-PinarSenkul,355-9834
s-PinarSenkul,355-9589
s-PinarSenkul,123-9606
s-PinarSenkul,256-6209
s-PinarSenkul,264-1156
s-PinarSenkul,251-0475
s-PinarSenkul,201-1926
s-PinarSenkul,25-4086
s-PinarSenkul,97-10058-2
s-PinarSenkul,154-8020
s-PinarSenkul,247-8655
s-PinarSenkul,92-8155
s-PinarSenkul,194-4799
s-PinarSenkul,149-7962
s-PinarSenkul,194-4819
s-PinarSenkul,21-4121
s-PinarSenkul,190-4178
s-PinarSenkul,151-2580
s-PinarSenkul,132-0302
s-PinarSenkul,y-YYesilada
s-PinarSenkul,135-1776
s-PinarSenkul,141-0096
s-PinarSenkul,301-3394
s-PinarSenkul,301-3453
s-PinarSenkul,283-8354
s-PinarSenkul,305-8246
s-PinarSenkul,222-6105
s-PinarSenkul,129-5061
s-PinarSenkul,145-7883
s-PinarSenkul,55-772
s-PinarSenkul,355-9891
s-PinarSenkul,226-5132
s-PinarSenkul,79-2555
s-PinarSenkul,00-10000
s-PinarSenkul,44-7060
s-PinarSenkul,75-7704
s-PinarSenkul,320-0185
s-PinarSenkul,155-5188
s-PinarSenkul,172-8996
s-PinarSenkul,155-0017
s-PinarSenkul,03-698
s-PinarSenkul,02-7657
s-PinarSenkul,36-10411
s-PinarSenkul,183-1140
s-PinarSenkul,367-1454
s-PinarSenkul,241-6447
s-PinarSenkul,123-9681
s-PinarSenkul,156-5758
s-PinarSenkul,173-2583
s-PinarSenkul,283-8422
s-PinarSenkul,283-8680
s-PinarSenkul,297-6801
s-PinarSenkul,297-6851
s-PinarSenkul,297-6430
s-PinarSenkul,200-5750
s-PinarSenkul,288-0179
s-PinarSenkul,140-9561
s-PinarSenkul,m-SaikatMukherjee
s-PinarSenkul,92-1780
s-PinarSenkul,289-3059
s-PinarSenkul,289-3020
s-PinarSenkul,247-8959
s-PinarSenkul,02-204
s-PinarSenkul,147-0497
s-PinarSenkul,173-5050
s-PinarSenkul,186-7769
s-PinarSenkul,190-7300
s-PinarSenkul,126-2021
s-PinarSenkul,190-7641
s-PinarSenkul,190-7273
s-PinarSenkul,190-7759
s-PinarSenkul,190-7389
s-PinarSenkul,181-2304-1
s-PinarSenkul,172-8877
s-PinarSenkul,172-8928
s-PinarSenkul,328-0525
s-PinarSenkul,180-8315
s-PinarSenkul,09-4456
s-PinarSenkul,209-6847
s-PinarSenkul,209-6854
s-PinarSenkul,230-0660
s-PinarSenkul,50-3885
s-PinarSenkul,177-1882
s-PinarSenkul,25-10411
s-PinarSenkul,151-1105
s-PinarSenkul,233-0758
s-PinarSenkul,175-5401
s-PinarSenkul,66-3085
s-PinarSenkul,279-6252
s-PinarSenkul,279-6402
s-PinarSenkul,237-0215
s-PinarSenkul,146-2983
s-PinarSenkul,279-6751
s-PinarSenkul,279-6767
s-PinarSenkul,269-4064
s-PinarSenkul,336-4186
s-PinarSenkul,165-1540
s-PinarSenkul,40-6360
s-PinarSenkul,153-0035
92-8155,87-6573
79-2555,14-6896
147-0497,w-XiaoyangSeanWang
147-0497,40-1491-33
10-11150,166-9216-1
10-11150,287-9018
10-11150,327-8089
10-11150,231-3712
10-11150,35-9256-2
10-11150,322-2220
10-11150,37-9582
10-11150,277-9082
10-11150,246-1576
10-11150,299-5431
10-11150,161-3104-2
10-11150,150-7054
10-11150,74-10151
10-11150,156-1492
10-11150,327-6301
10-11150,30-5956-1
10-11150,249-4059
166-9216-1,25-9489
166-9216-1,32-7263
166-9216-1,147-1186
35-9256-2,45-1559
322-2220,45-1559
37-9582,98-7258
150-7054,146-6282
07-1751,60-6334
07-1751,76-7444
07-1751,207-0428
07-1751,183-6395
07-1751,242-4260
07-1751,318-0971
07-1751,294-0908
07-1751,127-1206
07-1751,13-3902
07-1751,140-3136-1
07-1751,85-2381
07-1751,82-1382
07-1751,331-0881
07-1751,331-0669
07-1751,116-0589
07-1751,40-4943
07-1751,206-1897
07-1751,146-5344
07-1751,40-6846
07-1751,64-11144
07-1751,267-4621
07-1751,07-5994
07-1751,10-3671
07-1751,248-7389
07-1751,09-307
07-1751,37-5468
07-1751,19-9728
07-1751,67-7965
07-1751,96-275
07-1751,44-701
07-1751,13-5688
07-1751,36-5129
07-1751,09-6691
07-1751,68-732-2
07-1751,16-8694
07-1751,49-6763
07-1751,248-4941
07-1751,284-9560
07-1751,300-4560
07-1751,284-9467
07-1751,43-204
07-1751,h-HeinzUlrichHoppe
07-1751,83-6177
07-1751,272-6063
07-1751,300-4134
07-1751,341-7363
07-1751,341-7819
07-1751,253-0666
07-1751,215-9148
07-1751,64-7502
07-1751,81-751
07-1751,27-10717
07-1751,70-4526
07-1751,207-5960
07-1751,352-4925
07-1751,296-3206
07-1751,159-8642
07-1751,165-2600
07-1751,143-3594
07-1751,237-0547
07-1751,270-1654
07-1751,76-6514
07-1751,45-6328
07-1751,38-5695
07-1751,84-3115
07-1751,34-652
07-1751,70-10055
07-1751,232-2284
07-1751,22-8482
07-1751,50-6477
07-1751,219-5449
07-1751,01-6153
07-1751,72-10577
07-1751,237-0578
07-1751,350-5245
07-1751,40-10106
07-1751,332-3151
07-1751,249-0436
07-1751,332-3095
07-1751,232-8997
07-1751,325-1010
07-1751,03-8645
07-1751,19-5702
07-1751,134-2893
07-1751,40-2170
07-1751,166-0406
07-1751,38-1285
07-1751,126-8627
07-1751,151-8570
07-1751,67-4642
07-1751,42-3228
07-1751,34-2401
07-1751,195-0866
07-1751,148-8882
07-1751,50-4174
07-1751,288-7618
07-1751,144-1703
07-1751,27-4157
07-1751,160-1737
07-1751,369-2618
07-1751,330-6476
07-1751,44-5154
07-1751,t-JohnTait
07-1751,38-9610
07-1751,11-4382
07-1751,158-5127
07-1751,27-1313
07-1751,54-4944
07-1751,23-2855
07-1751,303-5014
07-1751,175-9808
07-1751,21-4257
07-1751,15-4612
07-1751,281-0097
07-1751,300-0774
07-1751,81-2611
07-1751,35-8154
07-1751,35-5760
76-7444,94-10440
64-7502,154-6336
193-1652,234-8769
193-1652,250-6207
193-1652,239-4444
193-1652,94-190
193-1652,71-8042
193-1652,78-8488
193-1652,250-9757
193-1652,208-4785
193-1652,246-0448
193-1652,122-5963
193-1652,134-7817
193-1652,155-6316
193-1652,222-2082
193-1652,252-7958
193-1652,96-10219
193-1652,z-JunZhang4
193-1652,95-5358
193-1652,305-0642
193-1652,29-8107
193-1652,31-2088-19
193-1652,33-8478
193-1652,305-4329
78-8488,85-5637-1
250-9757,66-5923-8
155-6316,w-YangWang9
252-7958,143-0258-1
z-JunZhang4,217-7022
z-JunZhang4,35-7092-30
z-JunZhang4,13-5407-5
95-5358,35-7092-30
95-5358,13-5407-5
305-0642,33-1903
305-0642,56-2998-1
160-1053,32-10217
160-1053,59-6054
160-1053,05-9800
160-1053,89-1220
160-1053,169-4908
160-1053,p-ChiManPun
160-1053,186-8193
160-1053,142-6496
p-ChiManPun,124-6911
186-8193,09-404-1
186-8193,65-5338
186-8193,39-7183
142-6496,41-3679
142-6496,09-404-1
t-LetiziaTanca,206-3281
t-LetiziaTanca,274-6371
t-LetiziaTanca,78-154
t-LetiziaTanca,77-1625
t-LetiziaTanca,46-4009
t-LetiziaTanca,63-10316
t-LetiziaTanca,40-2273
t-LetiziaTanca,290-0314
t-LetiziaTanca,174-4535
t-LetiziaTanca,c-SCrespiReghizzi
t-LetiziaTanca,48-4023
t-LetiziaTanca,23-1696
t-LetiziaTanca,z-RZicari
t-LetiziaTanca,29-7512
t-LetiziaTanca,13-2344
t-LetiziaTanca,50-10142
t-LetiziaTanca,286-3762
t-LetiziaTanca,24-5480
t-LetiziaTanca,46-809
t-LetiziaTanca,27-3522
t-LetiziaTanca,62-291
t-LetiziaTanca,306-0008
t-LetiziaTanca,82-5784
t-LetiziaTanca,96-6270
t-LetiziaTanca,244-5152
t-LetiziaTanca,58-2824
t-LetiziaTanca,327-0621
t-LetiziaTanca,313-9710
t-LetiziaTanca,356-4742
t-LetiziaTanca,73-1853
t-LetiziaTanca,76-4635
t-LetiziaTanca,163-5135
t-LetiziaTanca,163-5106
t-LetiziaTanca,163-5122
t-LetiziaTanca,53-3698
t-LetiziaTanca,54-6798
t-LetiziaTanca,45-1072
t-LetiziaTanca,05-2603
t-LetiziaTanca,124-9461
t-LetiziaTanca,36-2384
t-LetiziaTanca,p-PaoloPaolini
t-LetiziaTanca,124-9783
t-LetiziaTanca,252-0805
t-LetiziaTanca,305-9116
t-LetiziaTanca,36-4623
t-LetiziaTanca,84-2196
t-LetiziaTanca,133-9005
t-LetiziaTanca,10-303
t-LetiziaTanca,23-9183
t-LetiziaTanca,m-AMorzenti
t-LetiziaTanca,133-9057
t-LetiziaTanca,06-6986
t-LetiziaTanca,139-2479
t-LetiziaTanca,32-10317
t-LetiziaTanca,b-LucianoBaresi
t-LetiziaTanca,133-9052
t-LetiziaTanca,68-9840
t-LetiziaTanca,346-2174
t-LetiziaTanca,327-0835
t-LetiziaTanca,37-9729
t-LetiziaTanca,291-4024
t-LetiziaTanca,300-9304
t-LetiziaTanca,97-18
t-LetiziaTanca,240-3099
t-LetiziaTanca,a-MaristellaAgosti
t-LetiziaTanca,92-2917
t-LetiziaTanca,63-5564
t-LetiziaTanca,34-2585
t-LetiziaTanca,75-11437
t-LetiziaTanca,82-2448
t-LetiziaTanca,99-4536
t-LetiziaTanca,g-CarloGhezzi
t-LetiziaTanca,70-6830
t-LetiziaTanca,193-9483
t-LetiziaTanca,193-9474
t-LetiziaTanca,c-ACortesi
t-LetiziaTanca,d-ADovier
t-LetiziaTanca,31-2878
t-LetiziaTanca,305-9108
t-LetiziaTanca,309-6092
t-LetiziaTanca,173-6773
t-LetiziaTanca,131-4841
t-LetiziaTanca,31-2868
t-LetiziaTanca,71-6528
t-LetiziaTanca,05-620
t-LetiziaTanca,31-791
t-LetiziaTanca,125-0332
t-LetiziaTanca,261-9269
t-LetiziaTanca,305-9109
t-LetiziaTanca,150-3761
t-LetiziaTanca,07-9390
t-LetiziaTanca,67-2290
t-LetiziaTanca,132-2830
t-LetiziaTanca,176-4969
t-LetiziaTanca,00-868
t-LetiziaTanca,289-2877
t-LetiziaTanca,327-0675
t-LetiziaTanca,33-5687
t-LetiziaTanca,47-1888
t-LetiziaTanca,54-2649
t-LetiziaTanca,22-3726
t-LetiziaTanca,06-950
t-LetiziaTanca,59-8979
t-LetiziaTanca,162-5841
t-LetiziaTanca,66-744
t-LetiziaTanca,198-4157
t-LetiziaTanca,67-5681
t-LetiziaTanca,31-10318
t-LetiziaTanca,87-8176
t-LetiziaTanca,12-6771
206-3281,14-6896
46-4009,c-CarloCurino
63-10316,g-PaoloGarza
290-0314,14-6896
29-7512,c-CarloCurino
13-2344,g-PaoloGarza
13-2344,c-CarloCurino
50-10142,14-6896
306-0008,14-6896
53-3698,s-MonicaScannapieco
54-6798,s-MonicaScannapieco
45-1072,s-MonicaScannapieco
10-303,169-8184
m-AMorzenti,14-6896
327-0835,14-6896
63-5564,g-PaoloGarza
31-2868,c-CarloCurino
71-6528,c-CarloCurino
33-5687,k-GeorgiaKoutrika
74-2905,214-0741
74-2905,178-7439
74-2905,239-4464
74-2905,21-6510
74-2905,85-7433-6
74-2905,26-4304
74-2905,218-7305
74-2905,177-1706
74-2905,49-9638
74-2905,130-5774
74-2905,298-1122
74-2905,298-1406
74-2905,219-5845
74-2905,09-3140-3
74-2905,137-3327
74-2905,282-6669
74-2905,02-6128
74-2905,221-4052
74-2905,201-0744
74-2905,55-3130
74-2905,49-2905-3
74-2905,125-2232
74-2905,158-4807
74-2905,312-7238
74-2905,67-7801
74-2905,172-4859
74-2905,326-7306
74-2905,174-3443
74-2905,49-8497
74-2905,292-3456
74-2905,299-8287
74-2905,272-5567
74-2905,84-2694-2
74-2905,07-8026
74-2905,78-9064
74-2905,278-8778
74-2905,278-2593
74-2905,78-8872
74-2905,94-3694-1
74-2905,58-6584
74-2905,355-7030
74-2905,14-4882
74-2905,44-9143
74-2905,137-8316
74-2905,206-0346
74-2905,07-1951-5
74-2905,221-3526
74-2905,57-1843-2
74-2905,120-1159
74-2905,71-1066
74-2905,248-4980
74-2905,94-1181
74-2905,41-245
74-2905,237-5100
74-2905,323-8152
74-2905,119-9917
74-2905,35-6761
74-2905,06-5185-1
74-2905,128-5962
74-2905,01-3712
74-2905,201-0694
74-2905,195-2577
74-2905,47-6521
74-2905,271-7794
74-2905,29-4867-18
74-2905,194-7428
74-2905,255-2269
74-2905,233-1994
74-2905,160-5497
74-2905,85-6127
74-2905,257-5907
74-2905,75-7006
74-2905,321-9037
74-2905,232-5593
74-2905,338-4737
74-2905,308-1093-2
74-2905,364-0348
74-2905,86-7113-1
74-2905,218-2098
74-2905,226-9305
74-2905,54-7017
74-2905,53-764-1
74-2905,240-6998
74-2905,147-0556
74-2905,115-9482
74-2905,r-RameshRRao
74-2905,56-2757
74-2905,345-0904
74-2905,39-1581
74-2905,89-7909
74-2905,188-7539
74-2905,33-4854-30
74-2905,183-4488
74-2905,232-1733
74-2905,278-9250
74-2905,134-1648
74-2905,116-8603
74-2905,371-5047
74-2905,208-4162
74-2905,137-8429
74-2905,59-11046
74-2905,64-5869
74-2905,287-6226
74-2905,61-7627
74-2905,85-2977
02-6128,64-1071-1
49-8497,14-10147
183-4488,16-4915
183-4488,59-7992
45-1559,352-6468
45-1559,315-4523
45-1559,203-9256
45-1559,133-5083
45-1559,26-7693-1
45-1559,84-1948-1
45-1559,251-6665
45-1559,307-4850
45-1559,152-5833
45-1559,220-5782
45-1559,60-6400
45-1559,230-4209
45-1559,257-5525
45-1559,228-2736
45-1559,176-4999
45-1559,145-8377
45-1559,323-7290
45-1559,181-3939
45-1559,147-2878
45-1559,348-4796
45-1559,295-5645
45-1559,80-6465
45-1559,64-4954
45-1559,267-3234-2
45-1559,283-1378
45-1559,116-4821
45-1559,88-5618
45-1559,61-9856
45-1559,10-10011
45-1559,18-7930
45-1559,24-3452
45-1559,79-7584
45-1559,281-3715
45-1559,349-9783
45-1559,192-1386
45-1559,00-4686
45-1559,207-9742
45-1559,63-4153
45-1559,41-6084
45-1559,209-1994
45-1559,25-4201
45-1559,76-3229
45-1559,59-847
45-1559,122-8732
45-1559,h-BarbaraHammer
45-1559,42-1154
45-1559,247-8159
45-1559,287-7567
45-1559,37-341
45-1559,85-7963
45-1559,47-11425
45-1559,38-681
45-1559,48-11425
45-1559,368-0211
45-1559,70-8153
45-1559,224-6736
45-1559,164-1422
45-1559,318-9125
45-1559,340-1021
45-1559,340-1478
45-1559,00-356
45-1559,249-0173
45-1559,96-6590
45-1559,141-9188
45-1559,141-9117
45-1559,324-2260
315-4523,218-5225
60-6400,218-5225
230-4209,r-UweRohm
230-4209,218-5225
257-5525,r-UweRohm
257-5525,218-5225
176-4999,218-5225
145-8377,218-5225
80-6465,91-7584
64-4954,91-7584
18-7930,20-3716
18-7930,218-5225
79-7584,185-1013
281-3715,218-5225
59-847,c-SurajitChaudhuri
